referrer,views_total,views_unique
github.com,239,28
nussknacker.io,221,74
Google,72,31
com.linkedin.android,11,2
web.telegram.org,8,1
linkedin.com,5,5
touk.pl,5,4
manuzhang.github.io,1,1
nussknacker.io.,1,1
DuckDuckGo,1,1
